Date,Open,High,Low,Close,Adj Close
4/16/2020,1714.72998,1714.72998,1670.449951,1678.349976,1678.349976
4/17/2020,1682.890015,1744.790039,1676.329956,1739.790039,1739.790039
4/20/2020,1701.079956,1766.630005,1694.26001,1736.800049,1736.800049
4/21/2020,1687.670044,1737.209961,1687.439941,1731.839966,1731.839966
4/22/2020,1774.040039,1780.319946,1743.97998,1760.969971,1760.969971
4/23/2020,1792.849976,1822.47998,1769.890015,1775.910034,1775.910034
4/24/2020,1786.72998,1799.030029,1763.609985,1791.180054,1791.180054
4/27/2020,1793.339966,1829.47998,1773.089966,1824.839966,1824.839966
4/28/2020,1850.130005,1871.800049,1833.829956,1863.930054,1863.930054
4/29/2020,1893.25,1975.099976,1893.25,1972.079956,1972.079956
4/30/2020,1967.589966,1991.410034,1931.25,1939.839966,1939.839966
5/1/2020,1894.650024,1914.599976,1867.040039,1877.5,1877.5
5/4/2020,1862.22998,1890.469971,1844.359985,1880.619995,1880.619995
5/5/2020,1880.619995,1933.98999,1857.76001,1863.119995,1863.119995
5/6/2020,1866.300049,1877.920044,1839.060059,1840.880005,1840.880005
5/7/2020,1872.079956,1890.920044,1865.52002,1876.73999,1876.73999
5/8/2020,1901.430054,1918.619995,1896.060059,1916.23999,1916.23999
5/11/2020,1903.439941,1909.609985,1881.170044,1885.920044,1885.920044
5/12/2020,1897.079956,1907.189941,1863.459961,1863.550049,1863.550049
